SHIP'S NAME,COUNTRY,DWT,LBP,B,D,d,Air_d,Vs,L/B,L/D,B/D,B/d,L/d,d/D,Fn
SWARNA KAMAL,INDIA,105000,234,42,21,14,7,7.81888,5.571428571,11.14285714,2,3,16.71428571,0.666666667,0.163193221
RIO LUXEMBOURG,GERMANY,75000,219,32.2,21,12.8,8.2,8.2304,6.801242236,10.42857143,1.533333333,2.515625,17.109375,0.60952381,0.177567868
RIO LILLEHAMMER,GERMANY,75000,219,32.2,21,12.8,8.2,8.2304,6.801242236,10.42857143,1.533333333,2.515625,17.109375,0.60952381,0.177567868
ABU DHABI 3,U.A.E.,105000,234,42,21,13.6,7.4,8.02464,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16748778
ALPINE AQUALINA,SINGAPORE,105000,234,42,21,13.6,7.4,8.02464,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16748778
LIWA-V,U.A.E.,105000,234,42,21,13.6,7.4,8.02464,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16748778
CHAMPION PRINCE,JAPAN,105000,234,42,21.6,13.6,8,7.63884,5.571428571,10.83333333,1.944444444,3.088235294,17.20588235,0.62962963,0.159435483
GUADALUPE,USA,105000,234,42,21,13.6,7.4,8.02464,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16748778
CHAMPION PRINCESS,JAPAN,105000,234,42,21.6,13.6,8,7.63884,5.571428571,10.83333333,1.944444444,3.088235294,17.20588235,0.62962963,0.159435483
KING PHILIPPOS,GREECE,112000,239,44,21,13.6,7.4,7.716,5.431818182,11.38095238,2.095238095,3.235294118,17.57352941,0.647619048,0.159352457
LADY HENRIETTA,GREECE,112000,239,44,21,13.6,7.4,7.716,5.431818182,11.38095238,2.095238095,3.235294118,17.57352941,0.647619048,0.159352457
SEA STAR,KUWAIT,112000,239,44,21,13.6,7.4,7.716,5.431818182,11.38095238,2.095238095,3.235294118,17.57352941,0.647619048,0.159352457
NECHES,USA,105000,234,42,21,13.6,7.4,8.02464,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16748778
GLORY CRESCENT,JAPAN,155000,234,42,21,13.6,7.4,7.87032,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.164266861
SEA JEWEL,KUWAIT,155000,239,44,21,13.6,7.4,7.716,5.431818182,11.38095238,2.095238095,3.235294118,17.57352941,0.647619048,0.159352457
DENSA ALLIGATOR,TURKEY,155000,234,42,21,13.6,7.4,7.9732,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.16641414
AMAZON VICTORY,GREECE,73000,218,40,18.2,11.75,6.45,7.716,5.45,11.97802198,2.197802198,3.404255319,18.55319149,0.645604396,0.166851251
AMAZON VIRTUE,GREECE,73000,218,40,18.2,11.75,6.45,7.716,5.45,11.97802198,2.197802198,3.404255319,18.55319149,0.645604396,0.166851251
ATLANTIC BARON,GREECE,260000,329.18,51.81,26.51,20.62,5.89,7.8446,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.13804465
PAN ASIA COURAGE,JAPAN,230000,305,53,25.3,19.62,5.68,8.64192,5.754716981,12.05533597,2.09486166,2.701325178,15.54536188,0.775494071,0.157988625
ALTHEA,JAPAN,230000,305,53,25.3,19.62,5.68,8.64192,5.754716981,12.05533597,2.09486166,2.701325178,15.54536188,0.775494071,0.157988625
LOTUS,JAPAN,230000,305,53,25.3,19.62,5.68,8.64192,5.754716981,12.05533597,2.09486166,2.701325178,15.54536188,0.775494071,0.157988625
FAIRFIELD SUNRISE,JAPAN,230000,305,53,25.3,19.62,5.68,8.64192,5.754716981,12.05533597,2.09486166,2.701325178,15.54536188,0.775494071,0.157988625
WORLD HERITAGE,HONG KONG,260000,329.18,51.81,26.51,20.62,5.89,8.091512,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.142389662
WORLD DYNASTY,HONG KONG,260000,329.18,51.81,26.51,20.62,5.89,8.091512,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.142389662
KOREA SUN,KOREA,260000,329.18,51.81,26.51,20.62,5.89,7.8446,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.13804465
KOREA STAR,KOREA,260000,329.18,51.81,26.51,20.62,5.89,8.12752,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.143023309
KOREA BANNER,KOREA,260000,329.18,51.81,26.51,20.62,5.89,8.12752,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.143023309
CATTLEYA,JAPAN,260000,329.18,51.81,26.51,20.62,5.89,8.12752,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.143023309
SAFFRON,JAPAN,260000,329.18,51.81,26.51,20.62,5.89,8.12752,6.353599691,12.41720106,1.954356846,2.512609117,15.96411251,0.777819691,0.143023309
MARINA,GREECE,80000,224,42,18.6,12.2,6.4,7.66456,5.333333333,12.04301075,2.258064516,3.442622951,18.36065574,0.655913978,0.163504126
VESTA,U.S.A.,80000,224,42,18.6,12.2,6.4,7.56168,5.333333333,12.04301075,2.258064516,3.442622951,18.36065574,0.655913978,0.161309439
VENUS V.,U.S.A.,80000,224,42,18.6,12.2,6.4,7.56168,5.333333333,12.04301075,2.258064516,3.442622951,18.36065574,0.655913978,0.161309439
MAJOR SOMNATH SHARMA PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
LANCE NAIK KARAM SINGH PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
LIEUTENANT RAMA RAGHOBA RANE PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
NAIK JADUNATH SINGH PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
COMPANY HAVILDAR MAJOR PIRU SINGH PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
CAPTAIN GURBACHAN SINGH SALARIA PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
MAJOR DHAN SINGH THAPA PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
SUBEDAR JOGINDER SINGH PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
MAJOR SHAITAN SINGH PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
HAVILDAR ABDUL HAMID PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
COLONEL ARDESHIR BURZORJI TARAPORE PVC,INDIA,62500,219,32.2,18.7,12.8,5.9,6.6872,6.801242236,11.71122995,1.721925134,2.515625,17.109375,0.684491979,0.144273893
GOLDEN FLEECE,SWEDEN,88900,236,42,19.2,13.6,5.6,7.43308,5.619047619,12.29166667,2.1875,3.088235294,17.35294118,0.708333333,0.154482149
FORTUNE,SWEDEN,88900,236,42,19.2,13.6,5.6,7.43308,5.619047619,12.29166667,2.1875,3.088235294,17.35294118,0.708333333,0.154482149
FRIENDSHIP VENTURE,LIBERIA,88900,236,42,19.2,13.6,5.6,7.43308,5.619047619,12.29166667,2.1875,3.088235294,17.35294118,0.708333333,0.154482149
HONAM DIAMOND,PANAMA,125000,238,45,23.35,17.4,5.95,7.2016,5.288888889,10.19271949,1.927194861,2.586206897,13.67816092,0.745182013,0.149041088
NEPTUNE PHOENIX,SINGAPORE,104300,226,42.6,20.1,14.85,5.25,6.9444,5.305164319,11.24378109,2.119402985,2.868686869,15.21885522,0.73880597,0.147484373
NEPTUNE PISCES,SINGAPORE,104300,226,42.6,20.1,14.85,5.25,6.9444,5.305164319,11.24378109,2.119402985,2.868686869,15.21885522,0.73880597,0.147484373
FRONTIER SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.4588,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.155677744
PIONEER SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.4588,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.155677744
PACIFIC SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.4588,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.155677744
NAMSAN SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.4588,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.155677744
YUKONG FRONTIER,PANAMA,254000,310,56,29.5,19.8,9.7,7.2016,5.535714286,10.50847458,1.898305085,2.828282828,15.65656566,0.671186441,0.13059112
FINA EUROPE,PANAMA,254000,310,56,29.5,19.8,9.7,7.2016,5.535714286,10.50847458,1.898305085,2.828282828,15.65656566,0.671186441,0.13059112
WORLD PRELUDE,HONG KONG,254000,310,56,29.5,20.45,9.05,7.61312,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.138053469
PACIFIC TOWER,PANAMA,240000,305,58,28.8,18.5,10.3,7.2016,5.25862069,10.59027778,2.013888889,3.135135135,16.48648649,0.642361111,0.131657187
YUKONG COMMANDER,PANAMA,254000,310,56,29.5,19.8,9.7,7.2016,5.535714286,10.50847458,1.898305085,2.828282828,15.65656566,0.671186441,0.13059112
WORLD PRINCE,HONG KONG,254000,310,56,29.5,20.45,9.05,7.2016,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.13059112
NICOLINE MAERSK,DENMARK,254000,310,56,29.5,20.45,9.05,7.56168,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.137120676
FINA SAMCO,BAHAMAS,254000,310,56,29.5,19.8,9.7,7.2016,5.535714286,10.50847458,1.898305085,2.828282828,15.65656566,0.671186441,0.13059112
NIELS MAERSK,DENMARK,254000,310,56,29.5,20.45,9.05,7.56168,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.137120676
MAERSK NAUTILUS,DENMARK,254000,310,56,29.5,20.45,9.05,7.56168,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.137120676
WORLD PENDANT,HONG KONG,254000,310,56,29.5,20.45,9.05,7.61312,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.138053469
MATILDE,U.S.A.,147500,258,43.2,24.9,17.5,7.4,7.2016,5.972222222,10.36144578,1.734939759,2.468571429,14.74285714,0.702811245,0.143147787
ANIA,U.S.A.,147500,258,43.2,24.9,17.5,7.4,7.2016,5.972222222,10.36144578,1.734939759,2.468571429,14.74285714,0.702811245,0.143147787
MAERSK NAVIGATOR,DENMARK,254000,310,56,29.5,20.45,9.05,7.56168,5.535714286,10.50847458,1.898305085,2.738386308,15.15892421,0.693220339,0.137120676
ULSAN SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.2016,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.150309546
YUKONG VOYAGER,PANAMA,254000,310,56,29.5,19.8,9.7,7.2016,5.535714286,10.50847458,1.898305085,2.828282828,15.65656566,0.671186441,0.13059112
SHILLA SPIRIT,U.S.A.,114200,234,42.67,21.5,15.6,5.9,7.2016,5.483946567,10.88372093,1.984651163,2.73525641,15,0.725581395,0.150309546
SEA LORD,CYPRUS,281000,316,56,31.4,21.6,9.8,7.09872,5.642857143,10.06369427,1.78343949,2.592592593,14.62962963,0.687898089,0.127497598
SEA LADY,CYPRUS,281000,316,56,31.4,21.6,9.8,7.09872,5.642857143,10.06369427,1.78343949,2.592592593,14.62962963,0.687898089,0.127497598
TROMSO CONFIDENCE,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO RELIANCE,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO FIDELITY,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
SEA HIGHNESS,CYPRUS,281000,316,56,31.4,21.6,9.8,7.09872,5.642857143,10.06369427,1.78343949,2.592592593,14.62962963,0.687898089,0.127497598
TROMSO TRUST,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO SPIRIT,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO ENDEAVOUR,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO TRADER,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
AL-AWDAH,KUWAIT,281000,310,56,31.4,21.6,9.8,7.2016,5.535714286,9.872611465,1.78343949,2.592592593,14.35185185,0.687898089,0.13059112
TROMSO CHALLENGER,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO CHAMPION,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
TROMSO BRILLIANCE,LIBERIA,152750,264,43.9,24.4,17.5,6.9,7.4588,6.013667426,10.81967213,1.799180328,2.508571429,15.08571429,0.717213115,0.14656575
AL TAHREER,KUWAIT,281000,310,56,31.4,21.6,9.8,7.2016,5.535714286,9.872611465,1.78343949,2.592592593,14.35185185,0.687898089,0.13059112
SEA DUKE,CYPRUS,281000,316,56,31.4,21.6,9.8,7.716,5.642857143,10.06369427,1.78343949,2.592592593,14.62962963,0.687898089,0.138584345
ZEUS,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
PROTEO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
ICARO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
DUCHESS,CYPRUS,281000,316,56,31.4,21.6,9.8,7.2016,5.642857143,10.06369427,1.78343949,2.592592593,14.62962963,0.687898089,0.129345389
PARNASO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
CHIOS,GREECE,280000,314,58,31,22.2,8.8,7.66456,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.138098163
TESEO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
NEW WISDOM,LIBERIA,280000,317,59,31.5,22,9.5,7.87032,5.372881356,10.06349206,1.873015873,2.681818182,14.40909091,0.698412698,0.141132897
EOS,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
NEREO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
MIRFAK STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
HERO,BERMUDA,86000,235,45.64,18.4,12.95,5.45,8.2304,5.148992112,12.77173913,2.480434783,3.524324324,18.14671815,0.703804348,0.171416454
REBECCA,U.S.A.,95000,234,42,19.5,13.6,5.9,7.4588,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.155677744
HAMAL STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
NEW VISION,LIBERIA,280000,317,59,31.5,22,9.5,7.87032,5.372881356,10.06349206,1.873015873,2.681818182,14.40909091,0.698412698,0.141132897
SHAULA STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
BERYL,U.S.A.,95000,234,42,19.5,13.6,5.9,7.4588,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.155677744
POLARIS STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
ELIANE,U.S.A.,95000,234,42,19.5,13.6,5.9,7.4588,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.155677744
MARKAB STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
ANIA,U.S.A.,95000,234,42,19.5,13.6,5.9,7.4588,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.155677744
PHERKAD STAR,SAUDI ARABIA,300000,318,58,31.5,22.2,9.3,7.51024,5.482758621,10.0952381,1.841269841,2.612612613,14.32432432,0.704761905,0.134463915
MAHARAJA AGRASEN,INDIA,140000,264,46,23.6,16.6,7,7.2016,5.739130435,11.18644068,1.949152542,2.771084337,15.90361446,0.703389831,0.141511759
GURU GOBIND SINGH,INDIA,140000,264,46,23.6,16.6,7,7.2016,5.739130435,11.18644068,1.949152542,2.771084337,15.90361446,0.703389831,0.141511759
VENESSA,BERMUDA,95000,234,42,19.5,13.6,5.9,7.716,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.161045942
VENTINA,BERMUDA,95000,234,42,19.5,13.6,5.9,7.716,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.161045942
VENDONNA,BERMUDA,95000,234,42,19.5,13.6,5.9,7.716,5.571428571,12,2.153846154,3.088235294,17.20588235,0.697435897,0.161045942
HYUNDAI STAR,KOREA,281000,314,58,30,21.8,8.2,7.716,5.413793103,10.46666667,1.933333333,2.660550459,14.40366972,0.726666667,0.139024996
CROWN UNITY,U.S.A.,300000,314,58,31,22.2,8.8,7.4588,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.134390829
MAJESTIC UNITY,U.S.A.,300000,314,58,31,22.2,8.8,7.4588,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.134390829
ORIENTAL OPAL,KOREA,135000,260,46,23.3,16.5,6.8,7.74172,5.652173913,11.15879828,1.974248927,2.787878788,15.75757576,0.708154506,0.153290868
HYUNDAI BANNER,KOREA,281000,314,58,30.3,21.8,8.5,7.76744,5.413793103,10.3630363,1.914191419,2.660550459,14.40366972,0.719471947,0.139951829
ORIENTAL RUBY,KOREA,280000,314,58,31,22.2,8.8,7.716,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.139024996
EQUATORIAL LION,U.S.A.,274000,314,58,31,22.2,8.8,7.757152,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.139766463
MERIDIAN LION,U.S.A.,274000,314,58,31,22.2,8.8,7.757152,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.139766463
BUNGA KELANA SATU,MALAYSIA,105000,234,42,21,14.9,6.1,7.4588,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.155677744
ALDAWHA,KUWAIT,153000,258,46,24.4,17.5,6.9,7.808592,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.155213101
BUNGA KELANA DUA,MALAYSIA,105000,234,42,21,14.9,6.1,7.4588,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.155677744
UNIVERSAL BRAVE,KOREA,301000,314,58,31,22.2,8.8,7.716,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.139024996
ARDENNE,LUXEMBOURG,153000,258,46,24.4,17.5,6.9,8.17896,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.162574987
UNIVERSAL PRIME,KOREA,301000,314,58,31,22.2,8.8,7.716,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.139024996
BRABANT,PANAMA,153000,258,46,24.4,17.5,6.9,8.17896,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.162574987
HYUNDAI SUN,KOREA,301000,314,58,31,22.2,8.8,7.9732,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.143659163
AL-SALHEIA,KUWAIT,309000,320,58,31,22.7,8.3,8.07608,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.144142191
FRONT FIGHTER,BERMUDA,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
FRONT HUNTER,BERMUDA,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
AL-SHEGAYA,KUWAIT,309000,320,58,31,22.7,8.3,8.07608,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.144142191
FRONT WARRIOR,BERMUDA,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
FRONT CENTURY,BERMUDA,308000,320,58,31,22.7,8.3,8.02464,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.143224088
NORDASIA,DENMARK,105000,234,42,21,14.9,6.1,7.4588,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.155677744
MILLENNIUM,GREECE,301000,314,58,31,22.2,8.8,7.9732,5.413793103,10.12903226,1.870967742,2.612612613,14.14414414,0.716129032,0.143659163
BUNGA KELANA 3,MALAYSIA,105000,234,42,21,14.9,6.1,7.4588,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.155677744
FRONT CHAMPION,BERMUDA,308000,320,58,31,22.7,8.3,8.02464,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.143224088
FRONT CHIEF,BERMUDA,308000,320,58,31,22.7,8.3,8.02464,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.143224088
BUNGA KELANA 4,MALAYSIA,105000,234,42,21,13.6,7.4,7.4588,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.155677744
CHRISTINA,GREECE,308000,320,58,31,22.7,8.3,8.05036,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.14368314
COTOPAXI,ECUADOR,65000,219,32.2,17.85,12.95,4.9,7.4588,6.801242236,12.26890756,1.803921569,2.486486486,16.91119691,0.725490196,0.160920881
KNOCK WHILLAN,BERMUDA,153000,264,50,23.3,16,7.3,7.40736,5.28,11.3304721,2.145922747,3.125,16.5,0.686695279,0.145554952
BUNGA KELANA 5,MALAYSIA,105000,234,42,21,13.6,7.4,7.4588,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.155677744
KNOCK SALLIE,BERMUDA,153000,264,50,23.3,16,7.3,7.40736,5.28,11.3304721,2.145922747,3.125,16.5,0.686695279,0.145554952
BUNGA KELANA 6,MALAYSIA,105000,234,42,21,13.6,7.4,7.4588,5.571428571,11.14285714,2,3.088235294,17.20588235,0.647619048,0.155677744
FRONT COMMANDER,BERMUDA,308000,320,58,31,22.7,8.3,8.02464,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.143224088
ELISABETH MAERSK,DENMARK,308000,319.1,58,31,22.7,8.3,8.43616,5.501724138,10.29354839,1.870967742,2.555066079,14.05726872,0.732258065,0.150781098
FRONT CROWN,BERMUDA,308000,320,58,31,22.7,8.3,8.02464,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.143224088
CHIMBORAZO,ECUADOR,65000,219,32.2,17.85,12.95,4.9,7.4588,6.801242236,12.26890756,1.803921569,2.486486486,16.91119691,0.725490196,0.160920881
RAS LAFFAN,U.S.A.,105000,234,42,21,14.9,6.1,7.92176,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.165340501
AMAZON GUARDIAN,GREECE,73000,218,40,17.6,12,5.6,7.716,5.45,12.38636364,2.272727273,3.333333333,18.16666667,0.681818182,0.166851251
EMILIE MAERSK,DENMARK,308000,319.1,58,31,22.7,8.3,8.43616,5.501724138,10.29354839,1.870967742,2.555066079,14.05726872,0.732258065,0.150781098
VALIANT,U.S.A.,105000,234,42,21,14.9,6.1,7.92176,5.571428571,11.14285714,2,2.818791946,15.70469799,0.70952381,0.165340501
BARENTS SEA,SINGAPORE,105000,238,43,20.2,14.2,6,7.76744,5.534883721,11.78217822,2.128712871,3.028169014,16.76056338,0.702970297,0.16075146
ELLEN MAERSK,DENMARK,308000,319.1,58,31,22.7,8.3,8.43616,5.501724138,10.29354839,1.870967742,2.555066079,14.05726872,0.732258065,0.150781098
FRONT SKY,BERMUDE,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
CRUDE DIO,BELGIUM,153000,264,46,23.1,17.05,6.05,8.07608,5.739130435,11.42857143,1.991341991,2.697947214,15.48387097,0.738095238,0.158695329
FRONT ARCHER,BERMUDA,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
ELSE MAERSK,DENMARK,308000,319.1,58,31,22.7,8.3,8.43616,5.501724138,10.29354839,1.870967742,2.555066079,14.05726872,0.732258065,0.150781098
ARAFURA SEA,SINGAPORE,105000,238,43,20.2,14.2,6,7.76744,5.534883721,11.78217822,2.128712871,3.028169014,16.76056338,0.702970297,0.16075146
RAPHAEL,U.S.A.,309000,320,58,31,22.7,8.3,7.81888,5.517241379,10.32258065,1.870967742,2.555066079,14.0969163,0.732258065,0.139551675
LOIRE,U.S.A.,153000,258,46,24.4,17.5,6.9,7.716,5.608695652,10.57377049,1.885245902,2.628571429,14.74285714,0.717213115,0.153372629
